year,month,harvest_season,nearest_district,district_state,fire_count,weather_station,temperature_2m_max,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean,is_kharif_season,is_rabi_season,fire_risk_label,fire_risk_score,lag_fire_count,wind_drought_index
2022,5,rabi,Kapurthala,Punjab,133,amritsar,39.07096774193548,0.43870967741935485,17.65806451612903,37.483870967741936,0,1,high,9,75,12.27354260089686
2023,5,rabi,Kapurthala,Punjab,65,amritsar,34.935483870967744,1.432258064516129,15.925806451612903,47.225806451612904,0,1,medium,8,133,6.547745358090186
2024,5,rabi,Kapurthala,Punjab,129,amritsar,39.690322580645166,0.0774193548387097,15.387096774193548,32.354838709677416,0,1,high,9,65,14.281437125748502
2025,5,rabi,Kapurthala,Punjab,88,amritsar,37.4741935483871,1.3064516129032258,16.04516129032258,47.193548387096776,0,1,medium,8,129,6.956643356643355
2022,10,kharif,Kapurthala,Punjab,283,amritsar,30.693548387096776,0.19999999999999998,10.364516129032259,67.16129032258064,1,0,high,10,290,8.63709677419355
2023,10,kharif,Kapurthala,Punjab,116,amritsar,29.316129032258065,1.4580645161290324,11.33548387096774,73.45161290322581,1,0,high,9,283,4.611548556430446
2024,10,kharif,Kapurthala,Punjab,49,amritsar,32.21612903225807,0.3258064516129032,9.94516129032258,67.06451612903226,1,0,medium,7,116,7.501216545012166
2025,10,kharif,Kapurthala,Punjab,50,amritsar,29.86774193548387,2.667741935483871,10.3,69.29032258064517,1,0,medium,7,49,2.808267370272647
2022,11,kharif,Kapurthala,Punjab,59,amritsar,24.55666666666667,1.1766666666666665,13.406666666666666,74.1,1,0,medium,8,225,6.1592649310872885
2023,11,kharif,Kapurthala,Punjab,200,amritsar,24.816666666666666,1.3233333333333333,11.446666666666665,80.66666666666667,1,0,high,10,59,4.926829268292683
2024,11,kharif,Kapurthala,Punjab,43,amritsar,26.003333333333334,0.19666666666666668,9.006666666666666,76.33333333333333,1,0,medium,7,200,7.526462395543175
2025,11,kharif,Kapurthala,Punjab,21,amritsar,24.726666666666667,0.5,8.31,66.23333333333333,1,0,medium,5,43,5.54
2022,4,rabi,Karnal,Haryana,44,karnal,39.663333333333334,0.0,18.503333333333334,23.2,0,1,medium,7,40,18.503333333333334
2023,4,rabi,Karnal,Haryana,2,karnal,34.16,0.4633333333333333,17.446666666666665,38.13333333333333,0,1,low,1,44,11.922551252847379
2025,4,rabi,Karnal,Haryana,5,karnal,35.71,0.5833333333333334,15.47,40.733333333333334,0,1,low,3,2,9.770526315789473
2022,5,rabi,Karnal,Haryana,5,karnal,38.38709677419355,1.0129032258064516,17.335483870967742,45.25806451612903,0,1,low,2,10,8.612179487179489
2023,5,rabi,Karnal,Haryana,14,karnal,34.88709677419355,3.4967741935483874,17.74516129032258,48.774193548387096,0,1,low,5,5,3.9461979913916787
2024,5,rabi,Karnal,Haryana,45,karnal,40.832258064516125,0.02258064516129032,20.141935483870967,27.903225806451612,0,1,medium,7,14,19.69716088328076
2025,5,rabi,Karnal,Haryana,30,karnal,35.41935483870968,1.3612903225806452,16.548387096774192,57.58064516129032,0,1,medium,6,45,7.008196721311474
2022,10,kharif,Karnal,Haryana,30,karnal,29.47741935483871,0.8161290322580645,12.741935483870968,72.25806451612904,1,0,medium,6,93,7.015985790408526
2023,10,kharif,Karnal,Haryana,5,karnal,31.27741935483871,0.6774193548387096,12.841935483870968,61.516129032258064,1,0,low,3,30,7.655769230769232
2024,10,kharif,Karnal,Haryana,9,karnal,31.93548387096774,0.016129032258064516,11.435483870967742,66.80645161290323,1,0,low,4,5,11.253968253968255
2025,10,kharif,Karnal,Haryana,2,karnal,30.080645161290324,1.1870967741935483,10.36774193548387,69.80645161290323,1,0,low,1,9,4.740412979351032
2022,11,kharif,Karnal,Haryana,6,karnal,26.813333333333333,0.04333333333333333,13.726666666666667,63.2,1,0,low,3,16,13.156549520766776
2023,11,kharif,Karnal,Haryana,3,karnal,26.223333333333336,0.7266666666666667,10.96,71.03333333333333,1,0,low,1,6,6.347490347490349
2024,11,kharif,Karnal,Haryana,11,karnal,26.89,0.0,10.33,72.76666666666667,1,0,low,4,3,10.33
2025,11,kharif,Karnal,Haryana,9,karnal,25.763333333333332,0.06666666666666667,11.663333333333332,63.03333333333333,1,0,low,4,11,10.934375
2022,4,rabi,Kurukshetra,Haryana,19,karnal,39.663333333333334,0.0,18.503333333333334,23.2,0,1,low,5,7,18.503333333333334
2023,4,rabi,Kurukshetra,Haryana,1,karnal,34.16,0.4633333333333333,17.446666666666665,38.13333333333333,0,1,low,0,19,11.922551252847379
2024,4,rabi,Kurukshetra,Haryana,1,karnal,34.43333333333333,0.09333333333333334,17.240000000000002,34.5,0,1,low,0,1,15.768292682926832
2025,4,rabi,Kurukshetra,Haryana,4,karnal,35.71,0.5833333333333334,15.47,40.733333333333334,0,1,low,2,1,9.770526315789473
2022,5,rabi,Kurukshetra,Haryana,6,karnal,38.38709677419355,1.0129032258064516,17.335483870967742,45.25806451612903,0,1,low,3,14,8.612179487179489
2023,5,rabi,Kurukshetra,Haryana,10,karnal,34.88709677419355,3.4967741935483874,17.74516129032258,48.774193548387096,0,1,low,4,6,3.9461979913916787
2024,5,rabi,Kurukshetra,Haryana,39,karnal,40.832258064516125,0.02258064516129032,20.141935483870967,27.903225806451612,0,1,medium,7,10,19.69716088328076
2025,5,rabi,Kurukshetra,Haryana,14,karnal,35.41935483870968,1.3612903225806452,16.548387096774192,57.58064516129032,0,1,low,5,39,7.008196721311474
2022,10,kharif,Kurukshetra,Haryana,43,karnal,29.47741935483871,0.8161290322580645,12.741935483870968,72.25806451612904,1,0,medium,7,89,7.015985790408526
2023,10,kharif,Kurukshetra,Haryana,16,karnal,31.27741935483871,0.6774193548387096,12.841935483870968,61.516129032258064,1,0,low,5,43,7.655769230769232
2024,10,kharif,Kurukshetra,Haryana,4,karnal,31.93548387096774,0.016129032258064516,11.435483870967742,66.80645161290323,1,0,low,2,16,11.253968253968255
2025,10,kharif,Kurukshetra,Haryana,4,karnal,30.080645161290324,1.1870967741935483,10.36774193548387,69.80645161290323,1,0,low,2,4,4.740412979351032
2022,11,kharif,Kurukshetra,Haryana,1,karnal,26.813333333333333,0.04333333333333333,13.726666666666667,63.2,1,0,low,0,28,13.156549520766776
2023,11,kharif,Kurukshetra,Haryana,5,karnal,26.223333333333336,0.7266666666666667,10.96,71.03333333333333,1,0,low,3,1,6.347490347490349
2024,11,kharif,Kurukshetra,Haryana,1,karnal,26.89,0.0,10.33,72.76666666666667,1,0,low,0,5,10.33
2025,11,kharif,Kurukshetra,Haryana,1,karnal,25.763333333333332,0.06666666666666667,11.663333333333332,63.03333333333333,1,0,low,0,1,10.934375
2022,4,rabi,Lakhimpur Kheri,Uttar Pradesh,13,karnal,39.663333333333334,0.0,18.503333333333334,23.2,0,1,low,4,40,18.503333333333334
2023,4,rabi,Lakhimpur Kheri,Uttar Pradesh,23,karnal,34.16,0.4633333333333333,17.446666666666665,38.13333333333333,0,1,medium,6,13,11.922551252847379
2024,4,rabi,Lakhimpur Kheri,Uttar Pradesh,58,karnal,34.43333333333333,0.09333333333333334,17.240000000000002,34.5,0,1,medium,7,23,15.768292682926832
2025,4,rabi,Lakhimpur Kheri,Uttar Pradesh,86,karnal,35.71,0.5833333333333334,15.47,40.733333333333334,0,1,medium,8,58,9.770526315789473
2022,5,rabi,Lakhimpur Kheri,Uttar Pradesh,3,karnal,38.38709677419355,1.0129032258064516,17.335483870967742,45.25806451612903,0,1,low,1,14,8.612179487179489
2023,5,rabi,Lakhimpur Kheri,Uttar Pradesh,7,karnal,34.88709677419355,3.4967741935483874,17.74516129032258,48.774193548387096,0,1,low,3,3,3.9461979913916787
2024,5,rabi,Lakhimpur Kheri,Uttar Pradesh,10,karnal,40.832258064516125,0.02258064516129032,20.141935483870967,27.903225806451612,0,1,low,4,7,19.69716088328076
2025,5,rabi,Lakhimpur Kheri,Uttar Pradesh,8,karnal,35.41935483870968,1.3612903225806452,16.548387096774192,57.58064516129032,0,1,low,4,10,7.008196721311474
2022,10,kharif,Lakhimpur Kheri,Uttar Pradesh,3,karnal,29.47741935483871,0.8161290322580645,12.741935483870968,72.25806451612904,1,0,low,1,3,7.015985790408526
2025,10,kharif,Lakhimpur Kheri,Uttar Pradesh,1,karnal,30.080645161290324,1.1870967741935483,10.36774193548387,69.80645161290323,1,0,low,0,3,4.740412979351032
2022,11,kharif,Lakhimpur Kheri,Uttar Pradesh,7,karnal,26.813333333333333,0.04333333333333333,13.726666666666667,63.2,1,0,low,3,5,13.156549520766776
2023,11,kharif,Lakhimpur Kheri,Uttar Pradesh,7,karnal,26.223333333333336,0.7266666666666667,10.96,71.03333333333333,1,0,low,3,7,6.347490347490349
2024,11,kharif,Lakhimpur Kheri,Uttar Pradesh,15,karnal,26.89,0.0,10.33,72.76666666666667,1,0,low,5,7,10.33
2025,11,kharif,Lakhimpur Kheri,Uttar Pradesh,12,karnal,25.763333333333332,0.06666666666666667,11.663333333333332,63.03333333333333,1,0,low,4,15,10.934375
2022,4,rabi,Ludhiana,Punjab,36,ludhiana,38.93,0.0,18.220000000000002,28.733333333333334,0,1,medium,6,4,18.220000000000002
2024,4,rabi,Ludhiana,Punjab,2,ludhiana,33.34,0.8166666666666667,17.16,42.03333333333333,0,1,low,1,36,9.445871559633028
2025,4,rabi,Ludhiana,Punjab,12,ludhiana,37.336666666666666,0.18666666666666665,15.983333333333333,33.53333333333333,0,1,low,4,2,13.469101123595506
2022,5,rabi,Ludhiana,Punjab,115,ludhiana,39.3,1.164516129032258,19.251612903225805,38.516129032258064,0,1,high,9,61,8.89418777943368
2023,5,rabi,Ludhiana,Punjab,84,ludhiana,34.36129032258064,3.648387096774193,15.396774193548387,50.03225806451613,0,1,medium,8,115,3.3122831367106174
2024,5,rabi,Ludhiana,Punjab,148,ludhiana,40.251612903225805,0.06451612903225806,18.690322580645162,29.225806451612904,0,1,high,9,84,17.55757575757576
2025,5,rabi,Ludhiana,Punjab,79,ludhiana,37.487096774193546,0.9580645161290323,15.983870967741936,49.45161290322581,0,1,medium,8,148,8.163097199341022
2022,10,kharif,Ludhiana,Punjab,76,ludhiana,30.019354838709678,0.8580645161290323,10.483870967741936,71.16129032258064,1,0,medium,8,89,5.642361111111111
2023,10,kharif,Ludhiana,Punjab,21,ludhiana,30.774193548387096,0.5967741935483871,11.516129032258064,67.3225806451613,1,0,medium,5,76,7.212121212121212
2024,10,kharif,Ludhiana,Punjab,4,ludhiana,33.39032258064516,0.06451612903225806,11.490322580645161,61.645161290322584,1,0,low,2,21,10.793939393939395
2022,11,kharif,Ludhiana,Punjab,141,ludhiana,25.543333333333333,0.57,12.72,72.73333333333333,1,0,high,9,456,8.10191082802548
2023,11,kharif,Ludhiana,Punjab,134,ludhiana,26.256666666666668,0.38999999999999996,11.31,72.63333333333334,1,0,high,9,141,8.136690647482016
2024,11,kharif,Ludhiana,Punjab,32,ludhiana,26.553333333333335,0.0,8.876666666666667,75.93333333333334,1,0,medium,6,134,8.876666666666667
2025,11,kharif,Ludhiana,Punjab,14,ludhiana,25.883333333333333,0.0,9.91,59.9,1,0,low,5,32,9.91
2024,4,rabi,Mahendragarh,Haryana,1,hisar,35.05,0.056666666666666664,18.776666666666664,32.53333333333333,0,1,low,0,2,17.769716088328074
2025,4,rabi,Mahendragarh,Haryana,2,hisar,38.983333333333334,0.03666666666666667,15.326666666666666,25.8,0,1,low,1,1,14.784565916398714
2025,5,rabi,Mahendragarh,Haryana,4,hisar,39.41290322580645,0.36774193548387096,16.50967741935484,40.16129032258065,0,1,low,2,2,12.070754716981133
2025,10,kharif,Mahendragarh,Haryana,1,hisar,30.91290322580645,0.6612903225806451,10.577419354838709,62.67741935483871,1,0,low,0,2,6.366990291262136
2022,11,kharif,Mahendragarh,Haryana,6,hisar,27.290000000000003,0.029999999999999995,13.110000000000001,60.733333333333334,1,0,low,3,1,12.728155339805827
2023,11,kharif,Mahendragarh,Haryana,4,hisar,26.326666666666664,0.23666666666666666,11.186666666666667,70.83333333333333,1,0,low,2,6,9.045822102425879
2024,11,kharif,Mahendragarh,Haryana,4,hisar,28.243333333333332,0.0,8.933333333333334,62.53333333333333,1,0,low,2,4,8.933333333333334
2025,11,kharif,Mahendragarh,Haryana,3,hisar,26.446666666666665,0.006666666666666667,9.156666666666666,56.666666666666664,1,0,low,2,4,9.096026490066226
2023,5,rabi,Mainpuri,Uttar Pradesh,2,karnal,34.88709677419355,3.4967741935483874,17.74516129032258,48.774193548387096,0,1,low,1,1,3.9461979913916787
2024,5,rabi,Mainpuri,Uttar Pradesh,1,karnal,40.832258064516125,0.02258064516129032,20.141935483870967,27.903225806451612,0,1,low,0,2,19.69716088328076
2025,5,rabi,Mainpuri,Uttar Pradesh,6,karnal,35.41935483870968,1.3612903225806452,16.548387096774192,57.58064516129032,0,1,low,3,1,7.008196721311474
2022,10,kharif,Mainpuri,Uttar Pradesh,1,karnal,29.47741935483871,0.8161290322580645,12.741935483870968,72.25806451612904,1,0,low,0,1,7.015985790408526
2023,10,kharif,Mainpuri,Uttar Pradesh,1,karnal,31.27741935483871,0.6774193548387096,12.841935483870968,61.516129032258064,1,0,low,0,1,7.655769230769232
2024,10,kharif,Mainpuri,Uttar Pradesh,1,karnal,31.93548387096774,0.016129032258064516,11.435483870967742,66.80645161290323,1,0,low,0,1,11.253968253968255
2025,10,kharif,Mainpuri,Uttar Pradesh,1,karnal,30.080645161290324,1.1870967741935483,10.36774193548387,69.80645161290323,1,0,low,0,1,4.740412979351032
2022,11,kharif,Mainpuri,Uttar Pradesh,4,karnal,26.813333333333333,0.04333333333333333,13.726666666666667,63.2,1,0,low,2,2,13.156549520766776
2023,11,kharif,Mainpuri,Uttar Pradesh,4,karnal,26.223333333333336,0.7266666666666667,10.96,71.03333333333333,1,0,low,2,4,6.347490347490349
2024,11,kharif,Mainpuri,Uttar Pradesh,9,karnal,26.89,0.0,10.33,72.76666666666667,1,0,low,4,4,10.33
2025,11,kharif,Mainpuri,Uttar Pradesh,6,karnal,25.763333333333332,0.06666666666666667,11.663333333333332,63.03333333333333,1,0,low,3,9,10.934375
2022,4,rabi,Malerkotla,Punjab,58,ludhiana,38.93,0.0,18.220000000000002,28.733333333333334,0,1,medium,7,4,18.220000000000002
2023,4,rabi,Malerkotla,Punjab,1,ludhiana,32.06333333333333,0.86,15.370000000000001,48.8,0,1,low,0,58,8.263440860215056
2025,4,rabi,Malerkotla,Punjab,3,ludhiana,37.336666666666666,0.18666666666666665,15.983333333333333,33.53333333333333,0,1,low,2,1,13.469101123595506
2022,5,rabi,Malerkotla,Punjab,23,ludhiana,39.3,1.164516129032258,19.251612903225805,38.516129032258064,0,1,medium,5,55,8.89418777943368
2023,5,rabi,Malerkotla,Punjab,75,ludhiana,34.36129032258064,3.648387096774193,15.396774193548387,50.03225806451613,0,1,medium,8,23,3.3122831367106174
2024,5,rabi,Malerkotla,Punjab,80,ludhiana,40.251612903225805,0.06451612903225806,18.690322580645162,29.225806451612904,0,1,medium,8,75,17.55757575757576
2025,5,rabi,Malerkotla,Punjab,84,ludhiana,37.487096774193546,0.9580645161290323,15.983870967741936,49.45161290322581,0,1,medium,8,80,8.163097199341022
2022,10,kharif,Malerkotla,Punjab,93,ludhiana,30.019354838709678,0.8580645161290323,10.483870967741936,71.16129032258064,1,0,medium,9,86,5.642361111111111
2023,10,kharif,Malerkotla,Punjab,11,ludhiana,30.774193548387096,0.5967741935483871,11.516129032258064,67.3225806451613,1,0,low,4,93,7.212121212121212
2024,10,kharif,Malerkotla,Punjab,13,ludhiana,33.39032258064516,0.06451612903225806,11.490322580645161,61.645161290322584,1,0,low,4,11,10.793939393939395
2025,10,kharif,Malerkotla,Punjab,9,ludhiana,30.76774193548387,1.2903225806451613,10.138709677419355,65.93548387096774,1,0,low,4,13,4.426760563380282
2022,11,kharif,Malerkotla,Punjab,221,ludhiana,25.543333333333333,0.57,12.72,72.73333333333333,1,0,high,10,483,8.10191082802548
2023,11,kharif,Malerkotla,Punjab,198,ludhiana,26.256666666666668,0.38999999999999996,11.31,72.63333333333334,1,0,high,10,221,8.136690647482016
2024,11,kharif,Malerkotla,Punjab,82,ludhiana,26.553333333333335,0.0,8.876666666666667,75.93333333333334,1,0,medium,8,198,8.876666666666667
2025,11,kharif,Malerkotla,Punjab,51,ludhiana,25.883333333333333,0.0,9.91,59.9,1,0,medium,7,82,9.91
2022,4,rabi,Mansa,Punjab,92,hisar,40.193333333333335,0.0,16.696666666666665,18.966666666666665,0,1,medium,8,36,16.696666666666665
2023,4,rabi,Mansa,Punjab,8,hisar,33.78333333333333,0.25333333333333335,16.353333333333335,39.06666666666667,0,1,low,3,92,13.047872340425533
2024,4,rabi,Mansa,Punjab,3,hisar,35.05,0.056666666666666664,18.776666666666664,32.53333333333333,0,1,low,2,8,17.769716088328074
2025,4,rabi,Mansa,Punjab,21,hisar,38.983333333333334,0.03666666666666667,15.326666666666666,25.8,0,1,medium,5,3,14.784565916398714
2022,5,rabi,Mansa,Punjab,28,hisar,41.42258064516129,0.48709677419354835,20.241935483870968,31.806451612903224,0,1,medium,6,56,13.611713665943602
2023,5,rabi,Mansa,Punjab,31,hisar,36.5,2.5161290322580645,18.496774193548386,42.74193548387097,0,1,medium,6,28,5.2605504587155965
2024,5,rabi,Mansa,Punjab,80,hisar,41.33548387096774,0.0032258064516129032,18.438709677419357,25.967741935483872,0,1,medium,8,31,18.379421221864956
2025,5,rabi,Mansa,Punjab,58,hisar,39.41290322580645,0.36774193548387096,16.50967741935484,40.16129032258065,0,1,medium,8,80,12.070754716981133
2022,10,kharif,Mansa,Punjab,76,hisar,31.60967741935484,0.14516129032258066,12.451612903225806,60.25806451612903,1,0,medium,8,94,10.873239436619718
2023,10,kharif,Mansa,Punjab,64,hisar,32.148387096774194,0.49677419354838703,12.52258064516129,59.935483870967744,1,0,medium,8,76,8.366379310344827
2024,10,kharif,Mansa,Punjab,18,hisar,33.82258064516129,0.0,11.841935483870968,57.83870967741935,1,0,low,5,64,11.841935483870968
2025,10,kharif,Mansa,Punjab,37,hisar,30.91290322580645,0.6612903225806451,10.577419354838709,62.67741935483871,1,0,medium,6,18,6.366990291262136
2022,11,kharif,Mansa,Punjab,422,hisar,27.290000000000003,0.029999999999999995,13.110000000000001,60.733333333333334,1,0,high,10,813,12.728155339805827
2023,11,kharif,Mansa,Punjab,396,hisar,26.326666666666664,0.23666666666666666,11.186666666666667,70.83333333333333,1,0,high,10,422,9.045822102425879
2024,11,kharif,Mansa,Punjab,272,hisar,28.243333333333332,0.0,8.933333333333334,62.53333333333333,1,0,high,10,396,8.933333333333334
2025,11,kharif,Mansa,Punjab,257,hisar,26.446666666666665,0.006666666666666667,9.156666666666666,56.666666666666664,1,0,high,10,272,9.096026490066226
2022,4,rabi,Moga,Punjab,117,ludhiana,38.93,0.0,18.220000000000002,28.733333333333334,0,1,high,9,10,18.220000000000002
2023,4,rabi,Moga,Punjab,4,ludhiana,32.06333333333333,0.86,15.370000000000001,48.8,0,1,low,2,117,8.263440860215056
2024,4,rabi,Moga,Punjab,2,ludhiana,33.34,0.8166666666666667,17.16,42.03333333333333,0,1,low,1,4,9.445871559633028
2025,4,rabi,Moga,Punjab,12,ludhiana,37.336666666666666,0.18666666666666665,15.983333333333333,33.53333333333333,0,1,low,4,2,13.469101123595506
2022,5,rabi,Moga,Punjab,241,ludhiana,39.3,1.164516129032258,19.251612903225805,38.516129032258064,0,1,high,10,128,8.89418777943368
2023,5,rabi,Moga,Punjab,245,ludhiana,34.36129032258064,3.648387096774193,15.396774193548387,50.03225806451613,0,1,high,10,241,3.3122831367106174
2024,5,rabi,Moga,Punjab,202,ludhiana,40.251612903225805,0.06451612903225806,18.690322580645162,29.225806451612904,0,1,high,10,245,17.55757575757576
2025,5,rabi,Moga,Punjab,177,ludhiana,37.487096774193546,0.9580645161290323,15.983870967741936,49.45161290322581,0,1,high,10,202,8.163097199341022
2022,10,kharif,Moga,Punjab,197,ludhiana,30.019354838709678,0.8580645161290323,10.483870967741936,71.16129032258064,1,0,high,10,229,5.642361111111111
2023,10,kharif,Moga,Punjab,65,ludhiana,30.774193548387096,0.5967741935483871,11.516129032258064,67.3225806451613,1,0,medium,8,197,7.212121212121212
2024,10,kharif,Moga,Punjab,20,ludhiana,33.39032258064516,0.06451612903225806,11.490322580645161,61.645161290322584,1,0,medium,5,65,10.793939393939395
2025,10,kharif,Moga,Punjab,18,ludhiana,30.76774193548387,1.2903225806451613,10.138709677419355,65.93548387096774,1,0,low,5,20,4.426760563380282
2022,11,kharif,Moga,Punjab,663,ludhiana,25.543333333333333,0.57,12.72,72.73333333333333,1,0,high,10,1308,8.10191082802548
2023,11,kharif,Moga,Punjab,665,ludhiana,26.256666666666668,0.38999999999999996,11.31,72.63333333333334,1,0,high,10,663,8.136690647482016
2024,11,kharif,Moga,Punjab,233,ludhiana,26.553333333333335,0.0,8.876666666666667,75.93333333333334,1,0,high,10,665,8.876666666666667
2025,11,kharif,Moga,Punjab,190,ludhiana,25.883333333333333,0.0,9.91,59.9,1,0,high,10,233,9.91
2022,4,rabi,Nuh,Haryana,2,karnal,39.663333333333334,0.0,18.503333333333334,23.2,0,1,low,1,2,18.503333333333334
2023,4,rabi,Nuh,Haryana,1,karnal,34.16,0.4633333333333333,17.446666666666665,38.13333333333333,0,1,low,0,2,11.922551252847379
2024,4,rabi,Nuh,Haryana,3,karnal,34.43333333333333,0.09333333333333334,17.240000000000002,34.5,0,1,low,2,1,15.768292682926832
2025,4,rabi,Nuh,Haryana,2,karnal,35.71,0.5833333333333334,15.47,40.733333333333334,0,1,low,1,3,9.770526315789473
2024,5,rabi,Nuh,Haryana,1,karnal,40.832258064516125,0.02258064516129032,20.141935483870967,27.903225806451612,0,1,low,0,3,19.69716088328076
2022,4,rabi,Palwal,Haryana,15,karnal,39.663333333333334,0.0,18.503333333333334,23.2,0,1,low,5,42,18.503333333333334
2023,4,rabi,Palwal,Haryana,10,karnal,34.16,0.4633333333333333,17.446666666666665,38.13333333333333,0,1,low,4,15,11.922551252847379
2024,4,rabi,Palwal,Haryana,10,karnal,34.43333333333333,0.09333333333333334,17.240000000000002,34.5,0,1,low,4,10,15.768292682926832
2025,4,rabi,Palwal,Haryana,43,karnal,35.71,0.5833333333333334,15.47,40.733333333333334,0,1,medium,7,10,9.770526315789473
2023,5,rabi,Palwal,Haryana,2,karnal,34.88709677419355,3.4967741935483874,17.74516129032258,48.774193548387096,0,1,low,1,7,3.9461979913916787
2024,5,rabi,Palwal,Haryana,6,karnal,40.832258064516125,0.02258064516129032,20.141935483870967,27.903225806451612,0,1,low,3,2,19.69716088328076
2025,5,rabi,Palwal,Haryana,6,karnal,35.41935483870968,1.3612903225806452,16.548387096774192,57.58064516129032,0,1,low,3,6,7.008196721311474
2022,10,kharif,Palwal,Haryana,3,karnal,29.47741935483871,0.8161290322580645,12.741935483870968,72.25806451612904,1,0,low,1,16,7.015985790408526
2023,10,kharif,Palwal,Haryana,28,karnal,31.27741935483871,0.6774193548387096,12.841935483870968,61.516129032258064,1,0,medium,6,3,7.655769230769232
2024,10,kharif,Palwal,Haryana,26,karnal,31.93548387096774,0.016129032258064516,11.435483870967742,66.80645161290323,1,0,medium,6,28,11.253968253968255
2025,10,kharif,Palwal,Haryana,31,karnal,30.080645161290324,1.1870967741935483,10.36774193548387,69.80645161290323,1,0,medium,6,26,4.740412979351032
2022,11,kharif,Palwal,Haryana,5,karnal,26.813333333333333,0.04333333333333333,13.726666666666667,63.2,1,0,low,3,34,13.156549520766776
2023,11,kharif,Palwal,Haryana,4,karnal,26.223333333333336,0.7266666666666667,10.96,71.03333333333333,1,0,low,2,5,6.347490347490349
2024,11,kharif,Palwal,Haryana,7,karnal,26.89,0.0,10.33,72.76666666666667,1,0,low,3,4,10.33
2025,11,kharif,Palwal,Haryana,21,karnal,25.763333333333332,0.06666666666666667,11.663333333333332,63.03333333333333,1,0,medium,5,7,10.934375
2022,4,rabi,Panchkula,Haryana,58,karnal,39.663333333333334,0.0,18.503333333333334,23.2,0,1,medium,7,51,18.503333333333334
2023,4,rabi,Panchkula,Haryana,4,karnal,34.16,0.4633333333333333,17.446666666666665,38.13333333333333,0,1,low,2,58,11.922551252847379
2024,4,rabi,Panchkula,Haryana,2,karnal,34.43333333333333,0.09333333333333334,17.240000000000002,34.5,0,1,low,1,4,15.768292682926832
2025,4,rabi,Panchkula,Haryana,23,karnal,35.71,0.5833333333333334,15.47,40.733333333333334,0,1,medium,6,2,9.770526315789473
2022,5,rabi,Panchkula,Haryana,43,karnal,38.38709677419355,1.0129032258064516,17.335483870967742,45.25806451612903,0,1,medium,7,6,8.612179487179489
2023,5,rabi,Panchkula,Haryana,2,karnal,34.88709677419355,3.4967741935483874,17.74516129032258,48.774193548387096,0,1,low,1,43,3.9461979913916787
2024,5,rabi,Panchkula,Haryana,272,karnal,40.832258064516125,0.02258064516129032,20.141935483870967,27.903225806451612,0,1,high,10,2,19.69716088328076
2025,5,rabi,Panchkula,Haryana,2,karnal,35.41935483870968,1.3612903225806452,16.548387096774192,57.58064516129032,0,1,low,1,272,7.008196721311474
2022,10,kharif,Panchkula,Haryana,10,karnal,29.47741935483871,0.8161290322580645,12.741935483870968,72.25806451612904,1,0,low,4,5,7.015985790408526
2023,10,kharif,Panchkula,Haryana,10,karnal,31.27741935483871,0.6774193548387096,12.841935483870968,61.516129032258064,1,0,low,4,10,7.655769230769232
2024,10,kharif,Panchkula,Haryana,5,karnal,31.93548387096774,0.016129032258064516,11.435483870967742,66.80645161290323,1,0,low,3,10,11.253968253968255
2025,10,kharif,Panchkula,Haryana,1,karnal,30.080645161290324,1.1870967741935483,10.36774193548387,69.80645161290323,1,0,low,0,5,4.740412979351032
2022,11,kharif,Panchkula,Haryana,4,karnal,26.813333333333333,0.04333333333333333,13.726666666666667,63.2,1,0,low,2,7,13.156549520766776
2023,11,kharif,Panchkula,Haryana,7,karnal,26.223333333333336,0.7266666666666667,10.96,71.03333333333333,1,0,low,3,4,6.347490347490349
2024,11,kharif,Panchkula,Haryana,4,karnal,26.89,0.0,10.33,72.76666666666667,1,0,low,2,7,10.33
2025,11,kharif,Panchkula,Haryana,5,karnal,25.763333333333332,0.06666666666666667,11.663333333333332,63.03333333333333,1,0,low,3,4,10.934375
2022,4,rabi,Panipat,Haryana,74,karnal,39.663333333333334,0.0,18.503333333333334,23.2,0,1,medium,8,50,18.503333333333334
2023,4,rabi,Panipat,Haryana,14,karnal,34.16,0.4633333333333333,17.446666666666665,38.13333333333333,0,1,low,5,74,11.922551252847379
2024,4,rabi,Panipat,Haryana,4,karnal,34.43333333333333,0.09333333333333334,17.240000000000002,34.5,0,1,low,2,14,15.768292682926832
2025,4,rabi,Panipat,Haryana,18,karnal,35.71,0.5833333333333334,15.47,40.733333333333334,0,1,low,5,4,9.770526315789473
2022,5,rabi,Panipat,Haryana,8,karnal,38.38709677419355,1.0129032258064516,17.335483870967742,45.25806451612903,0,1,low,3,37,8.612179487179489
2023,5,rabi,Panipat,Haryana,21,karnal,34.88709677419355,3.4967741935483874,17.74516129032258,48.774193548387096,0,1,medium,5,8,3.9461979913916787
2024,5,rabi,Panipat,Haryana,69,karnal,40.832258064516125,0.02258064516129032,20.141935483870967,27.903225806451612,0,1,medium,8,21,19.69716088328076
2025,5,rabi,Panipat,Haryana,26,karnal,35.41935483870968,1.3612903225806452,16.548387096774192,57.58064516129032,0,1,medium,6,69,7.008196721311474
2022,10,kharif,Panipat,Haryana,5,karnal,29.47741935483871,0.8161290322580645,12.741935483870968,72.25806451612904,1,0,low,2,25,7.015985790408526
